,meta_name,key_year,tg_numc_scope_1,tg_numc_scope_2,tg_numc_scope_3
0,Greenvolt - Energias Renovaveis SA,2019,,,
1,Greenvolt - Energias Renovaveis SA,2020,,,
2,Greenvolt - Energias Renovaveis SA,2021,,,
3,Greenvolt - Energias Renovaveis SA,2022,,,
35,Shenzhen Fountain Corporation,2018,,,
33,Shenzhen Fountain Corporation,2019,,,
37,Shenzhen Fountain Corporation,2020,,,
34,Shenzhen Fountain Corporation,2021,,,
36,Shenzhen Fountain Corporation,2022,,,
95,"Dongwha Pharm.Co.,Ltd",2018,,,
96,"Dongwha Pharm.Co.,Ltd",2019,,,
93,"Dongwha Pharm.Co.,Ltd",2020,,,
94,"Dongwha Pharm.Co.,Ltd",2021,,,
97,"Dongwha Pharm.Co.,Ltd",2022,,,
117,"Shenzhen Tellus Holding Co., Ltd.",2018,,,
114,"Shenzhen Tellus Holding Co., Ltd.",2019,,,
113,"Shenzhen Tellus Holding Co., Ltd.",2020,,,
116,"Shenzhen Tellus Holding Co., Ltd.",2021,,,
115,"Shenzhen Tellus Holding Co., Ltd.",2022,,,
128,China National Accord Medicines Corporation Ltd.,2018,,,
129,China National Accord Medicines Corporation Ltd.,2019,,,
130,China National Accord Medicines Corporation Ltd.,2020,,,
131,China National Accord Medicines Corporation Ltd.,2021,,,
132,China National Accord Medicines Corporation Ltd.,2022,,,
153,"Digital China Group Co., Ltd.",2018,,,
154,"Digital China Group Co., Ltd.",2019,,,
155,"Digital China Group Co., Ltd.",2020,,,
156,"Digital China Group Co., Ltd.",2021,,,
157,"Digital China Group Co., Ltd.",2022,,,
292,"Shenzhen SDG Information Co., Ltd.",2018,,,
293,"Shenzhen SDG Information Co., Ltd.",2019,,,
294,"Shenzhen SDG Information Co., Ltd.",2020,,,
295,"Shenzhen SDG Information Co., Ltd.",2021,,,
296,"Shenzhen SDG Information Co., Ltd.",2022,,,
307,"HITEJINRO Co., Ltd.",2018,,,
308,"HITEJINRO Co., Ltd.",2019,,,
309,"HITEJINRO Co., Ltd.",2020,,,
310,"HITEJINRO Co., Ltd.",2021,,,
311,"HITEJINRO Co., Ltd.",2022,,,
477,Kia Corporation,2018,380000.0,780000.0,
478,Kia Corporation,2019,380752.0,804559.0,
479,Kia Corporation,2020,368746.0,903468.0,3750651.0
480,Kia Corporation,2021,359025.0,821651.0,70308768.0
481,Kia Corporation,2022,,,
512,"Weichai Power Co., Ltd.",2018,,,
513,"Weichai Power Co., Ltd.",2019,,,
514,"Weichai Power Co., Ltd.",2020,121597.0,92480.0,33108.0
515,"Weichai Power Co., Ltd.",2021,106641.0,83363.0,29125.0
516,"Weichai Power Co., Ltd.",2022,,,
517,"Hanwha General Insurance Co., Ltd.",2018,,,
519,"Hanwha General Insurance Co., Ltd.",2019,,,
521,"Hanwha General Insurance Co., Ltd.",2020,,,
520,"Hanwha General Insurance Co., Ltd.",2021,,,
518,"Hanwha General Insurance Co., Ltd.",2022,,,
522,"Samhwa Paints Industrial Co., Ltd.",2018,,,
523,"Samhwa Paints Industrial Co., Ltd.",2019,,,
524,"Samhwa Paints Industrial Co., Ltd.",2020,,,
525,"Samhwa Paints Industrial Co., Ltd.",2021,,,
526,"Samhwa Paints Industrial Co., Ltd.",2022,,,
542,"Tangshan Jidong Cement Co.,Ltd.",2018,,,
544,"Tangshan Jidong Cement Co.,Ltd.",2019,,,
546,"Tangshan Jidong Cement Co.,Ltd.",2020,,,
545,"Tangshan Jidong Cement Co.,Ltd.",2021,,,
543,"Tangshan Jidong Cement Co.,Ltd.",2022,,,
552,"Pacific Shuanglin Bio-pharmacy Co., LTD",2018,,,
553,"Pacific Shuanglin Bio-pharmacy Co., LTD",2019,,,
554,"Pacific Shuanglin Bio-pharmacy Co., LTD",2020,,,
555,"Pacific Shuanglin Bio-pharmacy Co., LTD",2021,,,
556,"Pacific Shuanglin Bio-pharmacy Co., LTD",2022,,,
612,"Jilin Chemical Fibre Stock Co.,Ltd",2018,,,
614,"Jilin Chemical Fibre Stock Co.,Ltd",2019,,,
616,"Jilin Chemical Fibre Stock Co.,Ltd",2020,,,
615,"Jilin Chemical Fibre Stock Co.,Ltd",2021,,,
613,"Jilin Chemical Fibre Stock Co.,Ltd",2022,,,
652,"Daewon Kang Up Co., Ltd.",2018,,,
653,"Daewon Kang Up Co., Ltd.",2019,,,
654,"Daewon Kang Up Co., Ltd.",2020,,,
655,"Daewon Kang Up Co., Ltd.",2021,,,
656,"Daewon Kang Up Co., Ltd.",2022,,,
687,"GAON CABLE Co., Ltd.",2018,,,
689,"GAON CABLE Co., Ltd.",2019,,,
691,"GAON CABLE Co., Ltd.",2020,,,
690,"GAON CABLE Co., Ltd.",2021,,,
688,"GAON CABLE Co., Ltd.",2022,,,
722,"Huasu Holdings Co.,Ltd",2018,,,
723,"Huasu Holdings Co.,Ltd",2019,,,
724,"Huasu Holdings Co.,Ltd",2020,,,
725,"Huasu Holdings Co.,Ltd",2021,,,
726,"Huasu Holdings Co.,Ltd",2022,,,
767,"Chang Jiang Shipping Group Phoenix Co.,Ltd",2018,,,
769,"Chang Jiang Shipping Group Phoenix Co.,Ltd",2019,,,
771,"Chang Jiang Shipping Group Phoenix Co.,Ltd",2020,,,
770,"Chang Jiang Shipping Group Phoenix Co.,Ltd",2021,,,
768,"Chang Jiang Shipping Group Phoenix Co.,Ltd",2022,,,
787,"Nanjing Red Sun Co.,Ltd.",2018,,,
788,"Nanjing Red Sun Co.,Ltd.",2019,,,
789,"Nanjing Red Sun Co.,Ltd.",2020,,,
790,"Nanjing Red Sun Co.,Ltd.",2021,,,
791,"Nanjing Red Sun Co.,Ltd.",2022,,,
827,"Wedge Industrial Co., Ltd.",2018,,,
828,"Wedge Industrial Co., Ltd.",2019,,,
829,"Wedge Industrial Co., Ltd.",2020,,,
830,"Wedge Industrial Co., Ltd.",2021,,,
831,"Wedge Industrial Co., Ltd.",2022,,,
872,"Heungkuk Fire & Marine Insurance Co., Ltd.",2018,,,
873,"Heungkuk Fire & Marine Insurance Co., Ltd.",2019,,,
874,"Heungkuk Fire & Marine Insurance Co., Ltd.",2020,,,
875,"Heungkuk Fire & Marine Insurance Co., Ltd.",2021,,,
876,"Heungkuk Fire & Marine Insurance Co., Ltd.",2022,,,
932,"Lander Sports Development Co.,Ltd.",2018,,,
934,"Lander Sports Development Co.,Ltd.",2019,,,
936,"Lander Sports Development Co.,Ltd.",2020,,,
935,"Lander Sports Development Co.,Ltd.",2021,,,
933,"Lander Sports Development Co.,Ltd.",2022,,,
962,"Chongqing Sanxia Paints Co., Ltd",2018,,,
963,"Chongqing Sanxia Paints Co., Ltd",2019,,,
964,"Chongqing Sanxia Paints Co., Ltd",2020,,,
965,"Chongqing Sanxia Paints Co., Ltd",2021,,,
966,"Chongqing Sanxia Paints Co., Ltd",2022,,,
1027,"Guizhou Tyre Co.,Ltd.",2018,,,
1028,"Guizhou Tyre Co.,Ltd.",2019,,,
1029,"Guizhou Tyre Co.,Ltd.",2020,,,
1030,"Guizhou Tyre Co.,Ltd.",2021,,,
1031,"Guizhou Tyre Co.,Ltd.",2022,,,
1142,"Wuhu Conch Profiles and Science Co.,Ltd",2018,,,
1143,"Wuhu Conch Profiles and Science Co.,Ltd",2019,,,
1144,"Wuhu Conch Profiles and Science Co.,Ltd",2020,,,
1145,"Wuhu Conch Profiles and Science Co.,Ltd",2021,,,
1146,"Wuhu Conch Profiles and Science Co.,Ltd",2022,,,
1177,"ChengDu Hi-Tech Development Co., Ltd.",2018,,,
1179,"ChengDu Hi-Tech Development Co., Ltd.",2019,,,
1181,"ChengDu Hi-Tech Development Co., Ltd.",2020,,,
1180,"ChengDu Hi-Tech Development Co., Ltd.",2021,,,
1178,"ChengDu Hi-Tech Development Co., Ltd.",2022,,,
1192,Shunfa Hengye Corporation,2018,,,
1193,Shunfa Hengye Corporation,2019,,,
1194,Shunfa Hengye Corporation,2020,,,
1195,Shunfa Hengye Corporation,2021,,,
1196,Shunfa Hengye Corporation,2022,,,
1237,"Chunil Express Co., Ltd.",2018,,,
1238,"Chunil Express Co., Ltd.",2019,,,
1239,"Chunil Express Co., Ltd.",2020,,,
1240,"Chunil Express Co., Ltd.",2021,,,
1241,"Chunil Express Co., Ltd.",2022,,,
1287,Fujian Yongan Forestry ,2018,,,
1288,Fujian Yongan Forestry ,2019,,,
1289,Fujian Yongan Forestry ,2020,,,
1290,Fujian Yongan Forestry ,2021,,,
1291,Fujian Yongan Forestry ,2022,,,
1292,"Hubei Radio & Television Information Network Co., Ltd.",2018,,,
1294,"Hubei Radio & Television Information Network Co., Ltd.",2019,,,
1296,"Hubei Radio & Television Information Network Co., Ltd.",2020,,,
1295,"Hubei Radio & Television Information Network Co., Ltd.",2021,,,
1293,"Hubei Radio & Television Information Network Co., Ltd.",2022,,,
1347,LS Networks Corporation Limited,2018,,,
1348,LS Networks Corporation Limited,2019,,,
1349,LS Networks Corporation Limited,2020,,,
1350,LS Networks Corporation Limited,2021,,,
1351,LS Networks Corporation Limited,2022,,,
1377,"Northeast Securities Co., Ltd.",2018,,,
1378,"Northeast Securities Co., Ltd.",2019,,,
1379,"Northeast Securities Co., Ltd.",2020,,,
1380,"Northeast Securities Co., Ltd.",2021,,,
1381,"Northeast Securities Co., Ltd.",2022,,,
1464,Hbis Company Limited,2018,,,
1462,Hbis Company Limited,2019,,,
1466,Hbis Company Limited,2020,,,
1463,Hbis Company Limited,2021,,,
1465,Hbis Company Limited,2022,,,
1487,"Zhongxing Shenyang Commercial Building Group Co.,Ltd",2018,,,
1489,"Zhongxing Shenyang Commercial Building Group Co.,Ltd",2019,,,
1491,"Zhongxing Shenyang Commercial Building Group Co.,Ltd",2020,,,
1490,"Zhongxing Shenyang Commercial Building Group Co.,Ltd",2021,,,
1488,"Zhongxing Shenyang Commercial Building Group Co.,Ltd",2022,,,
1496,"Nanfang Black Sesame Group Co., Ltd.",2018,,,
1493,"Nanfang Black Sesame Group Co., Ltd.",2019,,,
1492,"Nanfang Black Sesame Group Co., Ltd.",2020,,,
1495,"Nanfang Black Sesame Group Co., Ltd.",2021,,,
1494,"Nanfang Black Sesame Group Co., Ltd.",2022,,,
1507,"Central china land media CO.,LTD",2018,,,
1508,"Central china land media CO.,LTD",2019,,,
1509,"Central china land media CO.,LTD",2020,,,
1510,"Central china land media CO.,LTD",2021,,,
1511,"Central china land media CO.,LTD",2022,,,
1512,"Hyundai Engineering & Construction Co., Ltd.",2018,430440.0,200700.0,422153.0
1514,"Hyundai Engineering & Construction Co., Ltd.",2019,423202.0,170607.0,501487.0
1516,"Hyundai Engineering & Construction Co., Ltd.",2020,417904.0,178236.0,379225.0
1515,"Hyundai Engineering & Construction Co., Ltd.",2021,167071.0,140669.0,6044236.0
1513,"Hyundai Engineering & Construction Co., Ltd.",2022,,,
1637,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",2018,,,
1638,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",2019,,,
1639,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",2020,,,
1640,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",2021,,,
1641,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",2022,,,
1652,"Bengang Steel Plates Co., Ltd.",2018,,,
1653,"Bengang Steel Plates Co., Ltd.",2019,,,
1654,"Bengang Steel Plates Co., Ltd.",2020,,,
1655,"Bengang Steel Plates Co., Ltd.",2021,,,
1656,"Bengang Steel Plates Co., Ltd.",2022,,,
1757,"China Wuyi Co., Ltd.",2018,,,
1759,"China Wuyi Co., Ltd.",2019,,,
1761,"China Wuyi Co., Ltd.",2020,,,
1760,"China Wuyi Co., Ltd.",2021,,,
1758,"China Wuyi Co., Ltd.",2022,,,
1767,"Jiugui Liquor Co., Ltd.",2018,,,
1768,"Jiugui Liquor Co., Ltd.",2019,,,
1769,"Jiugui Liquor Co., Ltd.",2020,,,
1770,"Jiugui Liquor Co., Ltd.",2021,,,
1771,"Jiugui Liquor Co., Ltd.",2022,,,
1897,"Luxi Chemical Group Co., Ltd.",2018,,,
1898,"Luxi Chemical Group Co., Ltd.",2019,,,
1899,"Luxi Chemical Group Co., Ltd.",2020,,,
1900,"Luxi Chemical Group Co., Ltd.",2021,,,
1901,"Luxi Chemical Group Co., Ltd.",2022,,,
1922,"CASIN Real Estate Development Group Co., Ltd.",2018,,,
1923,"CASIN Real Estate Development Group Co., Ltd.",2019,,,
1924,"CASIN Real Estate Development Group Co., Ltd.",2020,,,
1925,"CASIN Real Estate Development Group Co., Ltd.",2021,,,
1926,"CASIN Real Estate Development Group Co., Ltd.",2022,,,
2022,"Yunnan Copper Co., Ltd.",2018,,,
2023,"Yunnan Copper Co., Ltd.",2019,,,
2024,"Yunnan Copper Co., Ltd.",2020,,,
2025,"Yunnan Copper Co., Ltd.",2021,,,
2026,"Yunnan Copper Co., Ltd.",2022,,,
2032,"Weichai Heavy Machinery Co., Ltd.",2018,,,
2033,"Weichai Heavy Machinery Co., Ltd.",2019,,,
2034,"Weichai Heavy Machinery Co., Ltd.",2020,,,
2035,"Weichai Heavy Machinery Co., Ltd.",2021,,,
2036,"Weichai Heavy Machinery Co., Ltd.",2022,,,
2082,Hanwha Corporation,2018,,,
2083,Hanwha Corporation,2019,,,
2084,Hanwha Corporation,2020,,,
2085,Hanwha Corporation,2021,,,
2086,Hanwha Corporation,2022,,,
2112,"Tianjin Jinbin Development Co., Ltd.",2018,,,
2113,"Tianjin Jinbin Development Co., Ltd.",2019,,,
2114,"Tianjin Jinbin Development Co., Ltd.",2020,,,
2115,"Tianjin Jinbin Development Co., Ltd.",2021,,,
2116,"Tianjin Jinbin Development Co., Ltd.",2022,,,
2197,"Shandong Shanda Wit Science and Technology Co., Ltd.",2018,,,
2198,"Shandong Shanda Wit Science and Technology Co., Ltd.",2019,,,
2199,"Shandong Shanda Wit Science and Technology Co., Ltd.",2020,,,
2200,"Shandong Shanda Wit Science and Technology Co., Ltd.",2021,,,
2201,"Shandong Shanda Wit Science and Technology Co., Ltd.",2022,,,
2312,"C.Q. Pharmaceutical Holding Co., Ltd.",2018,,,
2314,"C.Q. Pharmaceutical Holding Co., Ltd.",2019,,,
2316,"C.Q. Pharmaceutical Holding Co., Ltd.",2020,,,
2315,"C.Q. Pharmaceutical Holding Co., Ltd.",2021,,,
2313,"C.Q. Pharmaceutical Holding Co., Ltd.",2022,,,
2362,"Ningxia Orient Tantalum Industry Co., Ltd.",2018,,,
2363,"Ningxia Orient Tantalum Industry Co., Ltd.",2019,,,
2364,"Ningxia Orient Tantalum Industry Co., Ltd.",2020,,,
2365,"Ningxia Orient Tantalum Industry Co., Ltd.",2021,,,
2366,"Ningxia Orient Tantalum Industry Co., Ltd.",2022,,,
2512,"Yuan Long Ping High-Tech Agriculture Co., Ltd.",2018,,,
2513,"Yuan Long Ping High-Tech Agriculture Co., Ltd.",2019,,,
2514,"Yuan Long Ping High-Tech Agriculture Co., Ltd.",2020,,,
2515,"Yuan Long Ping High-Tech Agriculture Co., Ltd.",2021,,,
2516,"Yuan Long Ping High-Tech Agriculture Co., Ltd.",2022,,,
2517,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",2018,,,
2518,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",2019,,,
2519,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",2020,,,
2520,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",2021,,,
2521,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",2022,121763.0,526630.0,
2636,"Guangdong Hongxing Industrial Co., Ltd.",2018,,,
2638,"Guangdong Hongxing Industrial Co., Ltd.",2019,,,
2640,"Guangdong Hongxing Industrial Co., Ltd.",2020,,,
2639,"Guangdong Hongxing Industrial Co., Ltd.",2021,,,
2637,"Guangdong Hongxing Industrial Co., Ltd.",2022,,,
2745,"Norsyn Crop Technology Co., Ltd.",2018,,,
2746,"Norsyn Crop Technology Co., Ltd.",2019,,,
2747,"Norsyn Crop Technology Co., Ltd.",2020,,,
2748,"Norsyn Crop Technology Co., Ltd.",2021,,,
2749,"Norsyn Crop Technology Co., Ltd.",2022,,,
2757,"Holly Futures Co., Ltd.",2018,,,
2758,"Holly Futures Co., Ltd.",2019,,,
2755,"Holly Futures Co., Ltd.",2020,,,
2759,"Holly Futures Co., Ltd.",2021,,,
2762,"Holly Futures Co., Ltd.",2022,,,
2956,"Winstech Precision Holding Co., LTD.",2018,,,
2957,"Winstech Precision Holding Co., LTD.",2019,,,
2958,"Winstech Precision Holding Co., LTD.",2020,,,
2959,"Winstech Precision Holding Co., LTD.",2021,,,
2960,"Winstech Precision Holding Co., LTD.",2022,,,
2961,"Arrow Home Group Co., Ltd.",2018,,,
2962,"Arrow Home Group Co., Ltd.",2019,,,
2963,"Arrow Home Group Co., Ltd.",2020,,,
2964,"Arrow Home Group Co., Ltd.",2021,,,
2965,"Arrow Home Group Co., Ltd.",2022,,,
3057,Hysan Development Company Limited,2018,,,
3058,Hysan Development Company Limited,2019,30.0,40873.0,
3059,Hysan Development Company Limited,2020,42.0,43154.0,5636.0
3060,Hysan Development Company Limited,2021,23.0,41139.0,
3061,Hysan Development Company Limited,2022,,,
3077,"Hyundai Marine & Fire Insurance Co., Ltd.",2018,2565.0,19419.0,410.0
3079,"Hyundai Marine & Fire Insurance Co., Ltd.",2019,,,
3081,"Hyundai Marine & Fire Insurance Co., Ltd.",2020,,,
3080,"Hyundai Marine & Fire Insurance Co., Ltd.",2021,,,
3078,"Hyundai Marine & Fire Insurance Co., Ltd.",2022,,,
3161,Chong Kun Dang Holdings Corp.,2018,,,
3162,Chong Kun Dang Holdings Corp.,2019,,,
3163,Chong Kun Dang Holdings Corp.,2020,,,
3164,Chong Kun Dang Holdings Corp.,2021,,,
3165,Chong Kun Dang Holdings Corp.,2022,,,
3176,"Chongqing Zongshen Power Machinery Co.,Ltd",2018,,,
3177,"Chongqing Zongshen Power Machinery Co.,Ltd",2019,,,
3178,"Chongqing Zongshen Power Machinery Co.,Ltd",2020,,,
3179,"Chongqing Zongshen Power Machinery Co.,Ltd",2021,,,
3180,"Chongqing Zongshen Power Machinery Co.,Ltd",2022,,,
3182,New World Development Company Limited,2019,,,
3181,New World Development Company Limited,2020,,,
3184,New World Development Company Limited,2021,,,
3183,New World Development Company Limited,2022,,,
3282,SenseTime Group Inc.,2018,,,
3284,SenseTime Group Inc.,2019,,,
3286,SenseTime Group Inc.,2020,,,
3285,SenseTime Group Inc.,2021,,,
3283,SenseTime Group Inc.,2022,,,
3287,Zhejiang NHU Company Ltd.,2018,,,
3288,Zhejiang NHU Company Ltd.,2019,,,
3289,Zhejiang NHU Company Ltd.,2020,,,
3290,Zhejiang NHU Company Ltd.,2021,,,
3291,Zhejiang NHU Company Ltd.,2022,,,
3312,"Zhejiang Jinggong Science & Technology Co., Ltd",2018,,,
3313,"Zhejiang Jinggong Science & Technology Co., Ltd",2019,,,
3314,"Zhejiang Jinggong Science & Technology Co., Ltd",2020,,,
3315,"Zhejiang Jinggong Science & Technology Co., Ltd",2021,,,
3316,"Zhejiang Jinggong Science & Technology Co., Ltd",2022,,,
3392,"Sichuan Haite High-tech Co., Ltd.",2018,,,
3393,"Sichuan Haite High-tech Co., Ltd.",2019,,,
3394,"Sichuan Haite High-tech Co., Ltd.",2020,,,
3395,"Sichuan Haite High-tech Co., Ltd.",2021,,,
3396,"Sichuan Haite High-tech Co., Ltd.",2022,,,
3477,"Beijing SL Pharmaceutical Co., Ltd.",2018,,,
3478,"Beijing SL Pharmaceutical Co., Ltd.",2019,,,
3479,"Beijing SL Pharmaceutical Co., Ltd.",2020,,,
3480,"Beijing SL Pharmaceutical Co., Ltd.",2021,9789.0,80742.0,
3481,"Beijing SL Pharmaceutical Co., Ltd.",2022,14084.0,114575.0,
3517,"Sinomach Precision Industry Co., Ltd.",2018,,,
3518,"Sinomach Precision Industry Co., Ltd.",2019,,,
3519,"Sinomach Precision Industry Co., Ltd.",2020,,,
3520,"Sinomach Precision Industry Co., Ltd.",2021,,,
3521,"Sinomach Precision Industry Co., Ltd.",2022,,,
3547,"Shenzhen Coship Electronics Co., Ltd.",2018,,,
3548,"Shenzhen Coship Electronics Co., Ltd.",2019,,,
3549,"Shenzhen Coship Electronics Co., Ltd.",2020,,,
3550,"Shenzhen Coship Electronics Co., Ltd.",2021,,,
3551,"Shenzhen Coship Electronics Co., Ltd.",2022,,,
3592,"Zhejiang Communications Technology Co.,Ltd.",2018,,,
3593,"Zhejiang Communications Technology Co.,Ltd.",2019,,,
3594,"Zhejiang Communications Technology Co.,Ltd.",2020,,,
3595,"Zhejiang Communications Technology Co.,Ltd.",2021,,,
3596,"Zhejiang Communications Technology Co.,Ltd.",2022,,,
3627,"Jiangxi Black Cat Carbon Black Inc.,Ltd",2018,,,
3628,"Jiangxi Black Cat Carbon Black Inc.,Ltd",2019,,,
3629,"Jiangxi Black Cat Carbon Black Inc.,Ltd",2020,,,
3630,"Jiangxi Black Cat Carbon Black Inc.,Ltd",2021,,,
3631,"Jiangxi Black Cat Carbon Black Inc.,Ltd",2022,,,
3652,"Gotion High-Tech Co.,Ltd.",2018,,,
3654,"Gotion High-Tech Co.,Ltd.",2019,,,
3656,"Gotion High-Tech Co.,Ltd.",2020,,,
3655,"Gotion High-Tech Co.,Ltd.",2021,,,
3653,"Gotion High-Tech Co.,Ltd.",2022,,,
3657,"Jiangsu Shagang Co., Ltd.",2018,,,
3658,"Jiangsu Shagang Co., Ltd.",2019,,,
3659,"Jiangsu Shagang Co., Ltd.",2020,,,
3660,"Jiangsu Shagang Co., Ltd.",2021,,,
3661,"Jiangsu Shagang Co., Ltd.",2022,,,
3702,"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",2018,,,
3703,"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",2019,,,
3704,"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",2020,,,
3705,"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",2021,,,
3706,"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",2022,,,
3742,"Xinjiang Zhongtai Chemical Co., Ltd.",2018,,,
3744,"Xinjiang Zhongtai Chemical Co., Ltd.",2019,,,
3746,"Xinjiang Zhongtai Chemical Co., Ltd.",2020,,,
3745,"Xinjiang Zhongtai Chemical Co., Ltd.",2021,,,
3743,"Xinjiang Zhongtai Chemical Co., Ltd.",2022,,,
3782,Great China Properties Holdings Limited,2018,,,
3783,Great China Properties Holdings Limited,2019,,,
3784,Great China Properties Holdings Limited,2020,,,
3785,Great China Properties Holdings Limited,2021,,,
3786,Great China Properties Holdings Limited,2022,,,
3807,"Guangbo Group Stock Co., Ltd.",2018,,,
3809,"Guangbo Group Stock Co., Ltd.",2019,,,
3811,"Guangbo Group Stock Co., Ltd.",2020,,,
3810,"Guangbo Group Stock Co., Ltd.",2021,,,
3808,"Guangbo Group Stock Co., Ltd.",2022,,,
3892,"Tianma Bearing Group Co.,Ltd",2018,,,
3893,"Tianma Bearing Group Co.,Ltd",2019,,,
3894,"Tianma Bearing Group Co.,Ltd",2020,,,
3895,"Tianma Bearing Group Co.,Ltd",2021,,,
3896,"Tianma Bearing Group Co.,Ltd",2022,,,
3912,"Zhejiang Yinlun Machinery Co.,Ltd.",2018,,,
3914,"Zhejiang Yinlun Machinery Co.,Ltd.",2019,,,
3916,"Zhejiang Yinlun Machinery Co.,Ltd.",2020,,,
3915,"Zhejiang Yinlun Machinery Co.,Ltd.",2021,,,
3913,"Zhejiang Yinlun Machinery Co.,Ltd.",2022,,,
3997,"Bank of Ningbo Co., Ltd.",2018,,,
3998,"Bank of Ningbo Co., Ltd.",2019,,,
3999,"Bank of Ningbo Co., Ltd.",2020,,,
4000,"Bank of Ningbo Co., Ltd.",2021,,,
4001,"Bank of Ningbo Co., Ltd.",2022,,,
4006,"Hongda High-Tech Holding Co.,Ltd.",2018,,,
4002,"Hongda High-Tech Holding Co.,Ltd.",2019,,,
4003,"Hongda High-Tech Holding Co.,Ltd.",2020,,,
4004,"Hongda High-Tech Holding Co.,Ltd.",2021,,,
4005,"Hongda High-Tech Holding Co.,Ltd.",2022,,,
4007,"CNNC Hua Yuan Titanium Dioxide Co., Ltd",2018,,,
4008,"CNNC Hua Yuan Titanium Dioxide Co., Ltd",2019,,,
4009,"CNNC Hua Yuan Titanium Dioxide Co., Ltd",2020,,,
4010,"CNNC Hua Yuan Titanium Dioxide Co., Ltd",2021,,,
4011,"CNNC Hua Yuan Titanium Dioxide Co., Ltd",2022,,,
4052,"Baoxiniao Holding Co., Ltd.",2018,,,
4054,"Baoxiniao Holding Co., Ltd.",2019,,,
4056,"Baoxiniao Holding Co., Ltd.",2020,,,
4055,"Baoxiniao Holding Co., Ltd.",2021,,,
4053,"Baoxiniao Holding Co., Ltd.",2022,,,
4077,"Wuhan Sante Cableway Group Co., Ltd.",2018,,,
4079,"Wuhan Sante Cableway Group Co., Ltd.",2019,,,
4081,"Wuhan Sante Cableway Group Co., Ltd.",2020,,,
4080,"Wuhan Sante Cableway Group Co., Ltd.",2021,,,
4078,"Wuhan Sante Cableway Group Co., Ltd.",2022,,,
4087,"Invengo Information Technology Co., Ltd",2018,,,
4088,"Invengo Information Technology Co., Ltd",2019,,,
4089,"Invengo Information Technology Co., Ltd",2020,,,
4090,"Invengo Information Technology Co., Ltd",2021,,,
4091,"Invengo Information Technology Co., Ltd",2022,,,
4177,"Shanghai Yanhua Smartech Group Co., Ltd.",2018,,,
4178,"Shanghai Yanhua Smartech Group Co., Ltd.",2019,,,
4179,"Shanghai Yanhua Smartech Group Co., Ltd.",2020,,,
4180,"Shanghai Yanhua Smartech Group Co., Ltd.",2021,,,
4181,"Shanghai Yanhua Smartech Group Co., Ltd.",2022,,,
4227,"Bus Online Co., Ltd.",2018,,,
4231,"Bus Online Co., Ltd.",2019,,,
4228,"Bus Online Co., Ltd.",2020,,,
4230,"Bus Online Co., Ltd.",2021,,,
4229,"Bus Online Co., Ltd.",2022,,,
4237,Sichuan Chengfei Integration Technology Corp.Ltd,2018,,,
4238,Sichuan Chengfei Integration Technology Corp.Ltd,2019,,,
4239,Sichuan Chengfei Integration Technology Corp.Ltd,2020,,,
4240,Sichuan Chengfei Integration Technology Corp.Ltd,2021,,,
4241,Sichuan Chengfei Integration Technology Corp.Ltd,2022,,,
4257,"Wuhan Fingu Electronic Technology Co., Ltd.",2018,,,
4258,"Wuhan Fingu Electronic Technology Co., Ltd.",2019,,,
4259,"Wuhan Fingu Electronic Technology Co., Ltd.",2020,,,
4260,"Wuhan Fingu Electronic Technology Co., Ltd.",2021,,,
4261,"Wuhan Fingu Electronic Technology Co., Ltd.",2022,,,
4272,"SZZT Electronics CO.,LTD",2018,,,
4273,"SZZT Electronics CO.,LTD",2019,,,
4274,"SZZT Electronics CO.,LTD",2020,,,
4275,"SZZT Electronics CO.,LTD",2021,,,
4276,"SZZT Electronics CO.,LTD",2022,,,
4278,"Guangdong Jiaying Pharmaceutical Co., Ltd",2018,,,
4281,"Guangdong Jiaying Pharmaceutical Co., Ltd",2019,,,
4277,"Guangdong Jiaying Pharmaceutical Co., Ltd",2020,,,
4279,"Guangdong Jiaying Pharmaceutical Co., Ltd",2021,,,
4280,"Guangdong Jiaying Pharmaceutical Co., Ltd",2022,,,
4302,"Jiangsu Jiuding New Material Co., Ltd.",2018,,,
4301,"Jiangsu Jiuding New Material Co., Ltd.",2019,,,
4303,"Jiangsu Jiuding New Material Co., Ltd.",2020,,,
4305,"Jiangsu Jiuding New Material Co., Ltd.",2021,,,
4304,"Jiangsu Jiuding New Material Co., Ltd.",2022,,,
